trajectory_id,taxi_id,timestamp,sec,from_lon,from_lat,to_lon,to_lat
1385598252620000157,20000157,2013-11-28 00:24:12,1452,-8.679654,41.156712,-8.67402,41.154174
1385598257620000268,20000268,2013-11-28 00:24:17,1457,-8.615484,41.140674,-8.651259,41.191569
1385598311620000395,20000395,2013-11-28 00:25:11,1511,-8.630199,41.154876,-8.614395,41.148243
1385598381620000603,20000603,2013-11-28 00:26:21,1581,-8.641611,41.153904,-8.63676,41.159241
1385598390620000280,20000280,2013-11-28 00:26:30,1590,-8.601948,41.181795,-8.571645,41.202828
1385598405620000664,20000664,2013-11-28 00:26:45,1605,-8.605179,41.161977,-8.640603,41.161257
1385598441620000080,20000080,2013-11-28 00:27:21,1641,-8.589276,41.169717,-8.589249,41.169861
1385598441620000476,20000476,2013-11-28 00:27:21,1641,-8.604225,41.16114,-8.621091,41.156631
1385598455620000680,20000680,2013-11-28 00:27:35,1655,-8.609931,41.153751,-8.586675,41.169996
1385598463620000022,20000022,2013-11-28 00:27:43,1663,-8.618409,41.153229,-8.616681,41.161005
1385598466620000080,20000080,2013-11-28 00:27:46,1666,-8.588745,41.170743,-8.587332,41.172876
1385598488620000431,20000431,2013-11-28 00:28:08,1688,-8.627229,41.152005,-8.616924,41.152626
1385598502620000080,20000080,2013-11-28 00:28:22,1702,-8.586162,41.17482,-8.581131,41.180427
1385598508620000105,20000105,2013-11-28 00:28:28,1708,-8.61156,41.150358,-8.6499,41.169438
1385598541620000640,20000640,2013-11-28 00:29:01,1741,-8.606961,41.152167,-8.613837,41.123466
1385598542620000624,20000624,2013-11-28 00:29:02,1742,-8.610831,41.145561,-8.610372,41.153301
1385598546620000554,20000554,2013-11-28 00:29:06,1746,-8.610867,41.145651,-8.610246,41.153121
1385598670620000080,20000080,2013-11-28 00:31:10,1870,-8.570322,41.179104,-8.567109,41.176683
1385598704620000311,20000311,2013-11-28 00:31:44,1904,-8.606925,41.150241,-8.60166,41.16393
1385598746620000904,20000904,2013-11-28 00:32:26,1946,-8.610975,41.145804,-8.589249,41.124231
1385598788620000632,20000632,2013-11-28 00:33:08,1988,-8.604342,41.18013,-8.582508,41.17887
1385598813620000611,20000611,2013-11-28 00:33:33,2013,-8.614107,41.14125,-8.603955,41.147037
1385598830620000671,20000671,2013-11-28 00:33:50,2030,-8.615583,41.140665,-8.654823,41.156784
1385598851620000003,20000003,2013-11-28 00:34:11,2051,-8.585802,41.148639,-8.597727,41.157648
1385598865620000675,20000675,2013-11-28 00:34:25,2065,-8.581104,41.144499,-8.554707,41.095854
1385598928620000483,20000483,2013-11-28 00:35:28,2128,-8.616366,41.147154,-8.607339,41.183838
1385598962620000395,20000395,2013-11-28 00:36:02,2162,-8.614692,41.146623,-8.641116,41.144166
1385599077620000514,20000514,2013-11-28 00:37:57,2277,-8.610822,41.145732,-8.640873,41.160132
1385599114620000680,20000680,2013-11-28 00:38:34,2314,-8.586675,41.169996,-8.590437,41.162778
1385599125620000089,20000089,2013-11-28 00:38:45,2325,-8.67411,41.153868,-8.648019,41.187789
1385599128620000472,20000472,2013-11-28 00:38:48,2328,-8.610966,41.150637,-8.604612,41.157162
1385599156620000392,20000392,2013-11-28 00:39:16,2356,-8.630172,41.157378,-8.603523,41.184045
1385599187620000488,20000488,2013-11-28 00:39:47,2387,-8.622162,41.16798,-8.598087,41.162157
1385599188620000356,20000356,2013-11-28 00:39:48,2388,-8.605674,41.153562,-8.615178,41.14161
1385599251620000569,20000569,2013-11-28 00:40:51,2451,-8.595324,41.15727,-8.611722,41.165307
1385599257620000601,20000601,2013-11-28 00:40:57,2457,-8.614737,41.141295,-8.61408,41.14782
1385599285620000151,20000151,2013-11-28 00:41:25,2485,-8.649477,41.154354,-8.678214,41.17851
1385599388620000376,20000376,2013-11-28 00:43:08,2588,-8.591211,41.162652,-8.610831,41.147046
1385599432620000589,20000589,2013-11-28 00:43:52,2632,-8.630532,41.154849,-8.61012,41.157135
1385599470620000333,20000333,2013-11-28 00:44:30,2670,-8.598564,41.148486,-8.616078,41.1435
1385599484620000015,20000015,2013-11-28 00:44:44,2684,-8.585721,41.14863,-8.625699,41.15961
1385599496620000372,20000372,2013-11-28 00:44:56,2696,-8.673372,41.16033,-8.604081,41.151465
1385599507620000560,20000560,2013-11-28 00:45:07,2707,-8.585775,41.14863,-8.649171,41.166756
1385599524620000680,20000680,2013-11-28 00:45:24,2724,-8.590437,41.162778,-8.590446,41.162769
1385599544620000393,20000393,2013-11-28 00:45:44,2744,-8.620902,41.15016,-8.602515,41.155497
1385599549620000008,20000008,2013-11-28 00:45:49,2749,-8.585658,41.148513,-8.613909,41.150646
1385599550620000680,20000680,2013-11-28 00:45:50,2750,-8.590446,41.162778,-8.689995,41.195007
1385599551620000031,20000031,2013-11-28 00:45:51,2751,-8.613828,41.142987,-8.606745,41.151942
1385599582620000611,20000611,2013-11-28 00:46:22,2782,-8.610984,41.147937,-8.627364,41.155578
1385599628620000598,20000598,2013-11-28 00:47:08,2828,-8.653554,41.155659,-8.640153,41.166747
1385599650620000570,20000570,2013-11-28 00:47:30,2850,-8.649567,41.167278,-8.620182,41.165883
1385599721620000657,20000657,2013-11-28 00:48:41,2921,-8.628831,41.161014,-8.672382,41.189184
1385599773620000423,20000423,2013-11-28 00:49:33,2973,-8.612532,41.145993,-8.598501,41.15826
1385599780620000398,20000398,2013-11-28 00:49:40,2980,-8.630712,41.154912,-8.639208,41.171778
1385599794620000504,20000504,2013-11-28 00:49:54,2994,-8.600166,41.182758,-8.608545,41.170617
1385599817620000388,20000388,2013-11-28 00:50:17,3017,-8.6742,41.153859,-8.601858,41.157414
1385599826620000684,20000684,2013-11-28 00:50:26,3026,-8.616312,41.147145,-8.681994,41.184576
1385599835620000013,20000013,2013-11-28 00:50:35,3035,-8.649729,41.157666,-8.614431,41.145885
1385599850620000503,20000503,2013-11-28 00:50:50,3050,-8.653833,41.176737,-8.613441,41.147478
1385599850620000595,20000595,2013-11-28 00:50:50,3050,-8.626023,41.159259,-8.614089,41.146308
1385599872620000337,20000337,2013-11-28 00:51:12,3072,-8.660925,41.171949,-8.693244,41.19165
1385599882620000387,20000387,2013-11-28 00:51:22,3082,-8.628318,41.157423,-8.610354,41.153661
1385599916620000600,20000600,2013-11-28 00:51:56,3116,-8.617635,41.146065,-8.682561,41.182587
1385599922620000009,20000009,2013-11-28 00:52:02,3122,-8.62884,41.160969,-8.59833,41.165865
1385599938620000633,20000633,2013-11-28 00:52:18,3138,-8.617491,41.146092,-8.608014,41.144841
1385600042620000367,20000367,2013-11-28 00:54:02,3242,-8.63073,41.182047,-8.61642,41.14953
1385600050620000686,20000686,2013-11-28 00:54:10,3250,-8.612433,41.145921,-8.61228,41.129172
1385600056620000574,20000574,2013-11-28 00:54:16,3256,-8.649414,41.154399,-8.616096,41.14719
1385600107620000409,20000409,2013-11-28 00:55:07,3307,-8.637552,41.174595,-8.611983,41.145507
1385600217620000140,20000140,2013-11-28 00:56:57,3417,-8.617545,41.145804,-8.599401,41.144067
1385600257620000263,20000263,2013-11-28 00:57:37,3457,-8.585739,41.148639,-8.55315,41.143158
1385600296620000569,20000569,2013-11-28 00:58:16,3496,-8.597565,41.165253,-8.607645,41.134266
1385600305620000080,20000080,2013-11-28 00:58:25,3505,-8.5671,41.167035,-8.569188,41.16762
1385600309620000010,20000010,2013-11-28 00:58:29,3509,-8.582472,41.180571,-8.627616,41.179815
1385600318620000120,20000120,2013-11-28 00:58:38,3518,-8.67402,41.153868,-8.535402,41.178213
1385600376620000022,20000022,2013-11-28 00:59:36,3576,-8.616393,41.147154,-8.63163,41.163516
1385600413620000184,20000184,2013-11-28 01:00:13,3613,-8.611065,41.147496,-8.658378,41.17833
1385600420620000363,20000363,2013-11-28 01:00:20,3620,-8.619948,41.146839,-8.613081,41.145966
1385600425620000393,20000393,2013-11-28 01:00:25,3625,-8.610957,41.150664,-8.602515,41.143248
1385600457620000080,20000080,2013-11-28 01:00:57,3657,-8.580411,41.164092,-8.587251,41.167296
1385600511620000570,20000570,2013-11-28 01:01:51,3711,-8.630226,41.157459,-8.631441,41.163687
1385600565620000080,20000080,2013-11-28 01:02:45,3765,-8.597106,41.171814,-8.608887,41.177322
1385600583620000363,20000363,2013-11-28 01:03:03,3783,-8.610426,41.149305,-8.597493,41.16114
1385600626620000356,20000356,2013-11-28 01:03:46,3826,-8.607078,41.15034,-8.612667,41.172084
1385600637620000233,20000233,2013-11-28 01:03:57,3837,-8.627211,41.167017,-8.561295,41.188374
1385600639620000360,20000360,2013-11-28 01:03:59,3839,-8.600103,41.145849,-8.627103,41.152239
1385600862620000351,20000351,2013-11-28 01:07:42,4062,-8.610903,41.145624,-8.638461,41.16636
1385600913620000473,20000473,2013-11-28 01:08:33,4113,-8.600121,41.182686,-8.602488,41.15565
1385600927620000430,20000430,2013-11-28 01:08:47,4127,-8.639919,41.159853,-8.616555,41.147181
1385600979620000601,20000601,2013-11-28 01:09:39,4179,-8.616465,41.147172,-8.630775,41.149314
1385600991620000649,20000649,2013-11-28 01:09:51,4191,-8.573544,41.170797,-8.582895,41.180832
1385600992620000101,20000101,2013-11-28 01:09:52,4192,-8.656848,41.161518,-8.664822,41.152374
1385601084620000224,20000224,2013-11-28 01:11:24,4284,-8.610426,41.147721,-8.613621,41.14593
1385601095620000431,20000431,2013-11-28 01:11:35,4295,-8.63055,41.15484,-8.592156,41.160906
1385601161620000393,20000393,2013-11-28 01:12:41,4361,-8.609985,41.15178,-8.616258,41.147244
1385601196620000179,20000179,2013-11-28 01:13:16,4396,-8.613225,41.154435,-8.613216,41.162157
1385601197620000529,20000529,2013-11-28 01:13:17,4397,-8.639676,41.159628,-8.659989,41.153931
1385601230620000231,20000231,2013-11-28 01:13:50,4430,-8.628849,41.160978,-8.629884,41.167989
1385601252620000455,20000455,2013-11-28 01:14:12,4452,-8.61255,41.145957,-8.553393,41.18382
1385601301620000664,20000664,2013-11-28 01:15:01,4501,-8.659791,41.182038,-8.61381,41.147388
1385601303620000403,20000403,2013-11-28 01:15:03,4503,-8.614359,41.149854,-8.60247,41.155938
1385601327620000678,20000678,2013-11-28 01:15:27,4527,-8.585667,41.148639,-8.670195,41.23719
1385601329620000625,20000625,2013-11-28 01:15:29,4529,-8.642106,41.177889,-8.616258,41.147226
1385601337620000195,20000195,2013-11-28 01:15:37,4537,-8.614278,41.150007,-8.602668,41.155353
1385601339620000003,20000003,2013-11-28 01:15:39,4539,-8.580168,41.159439,-8.595423,41.157396
1385601353620000112,20000112,2013-11-28 01:15:53,4553,-8.614098,41.14998,-8.602533,41.155767
1385601482620000554,20000554,2013-11-28 01:18:02,4682,-8.610993,41.14575,-8.610885,41.145309
1385601504620000472,20000472,2013-11-28 01:18:24,4704,-8.610966,41.150556,-8.617284,41.142726
1385601595620000360,20000360,2013-11-28 01:19:55,4795,-8.60949,41.15115,-8.62839,41.16042
1385601614620000305,20000305,2013-11-28 01:20:14,4814,-8.607294,41.145525,-8.63775,41.143086
1385601683620000201,20000201,2013-11-28 01:21:23,4883,-8.627247,41.151924,-8.612856,41.148225
1385601689620000031,20000031,2013-11-28 01:21:29,4889,-8.614296,41.149926,-8.602569,41.155686
1385601701620000005,20000005,2013-11-28 01:21:41,4901,-8.629776,41.179887,-8.651025,41.168952
1385601865620000129,20000129,2013-11-28 01:24:25,5065,-8.613972,41.141214,-8.602587,41.155551
1385601885620000687,20000687,2013-11-28 01:24:45,5085,-8.5869,41.179905,-8.578638,41.193945
1385601908620000324,20000324,2013-11-28 01:25:08,5108,-8.613234,41.154417,-8.639505,41.172435
1385601960620000431,20000431,2013-11-28 01:26:00,5160,-8.625501,41.164578,-8.670726,41.150745
1385601967620000067,20000067,2013-11-28 01:26:07,5167,-8.614944,41.17095,-8.604567,41.158071
1385601979620000201,20000201,2013-11-28 01:26:19,5179,-8.612901,41.148279,-8.609346,41.167746
1385602105620000595,20000595,2013-11-28 01:28:25,5305,-8.629848,41.179986,-8.662608,41.181615
1385602176620000529,20000529,2013-11-28 01:29:36,5376,-8.653473,41.154858,-8.634744,41.161149
1385602198620000011,20000011,2013-11-28 01:29:58,5398,-8.612658,41.145849,-8.633772,41.167197
1385602271620000488,20000488,2013-11-28 01:31:11,5471,-8.656776,41.161509,-8.601876,41.159763
1385602362620000393,20000393,2013-11-28 01:32:42,5562,-8.609562,41.151096,-8.608662,41.15835
1385602393620000005,20000005,2013-11-28 01:33:13,5593,-8.651034,41.168943,-8.603037,41.143428
1385602459620000129,20000129,2013-11-28 01:34:19,5659,-8.602587,41.155542,-8.6139,41.14683
1385602462620000601,20000601,2013-11-28 01:34:22,5662,-8.611497,41.15034,-8.581482,41.185116
1385602532620000517,20000517,2013-11-28 01:35:32,5732,-8.602371,41.154156,-8.617356,41.156001
1385602564620000503,20000503,2013-11-28 01:36:04,5764,-8.622369,41.176332,-8.55468,41.136759
1385602641620000015,20000015,2013-11-28 01:37:21,5841,-8.618337,41.153121,-8.602551,41.155587
1385602753620000395,20000395,2013-11-28 01:39:13,5953,-8.61264,41.145885,-8.597727,41.158854
1385602773620000598,20000598,2013-11-28 01:39:33,5973,-8.668575,41.148684,-8.662338,41.147757
1385602885620000112,20000112,2013-11-28 01:41:25,6085,-8.609508,41.151159,-8.630739,41.154489
1385602925620000577,20000577,2013-11-28 01:42:05,6125,-8.619885,41.146758,-8.60256,41.130495
1385602975620000263,20000263,2013-11-28 01:42:55,6175,-8.586315,41.149044,-8.658909,41.110731
1385603015620000195,20000195,2013-11-28 01:43:35,6215,-8.609625,41.151186,-8.617437,41.260041
1385603137620000129,20000129,2013-11-28 01:45:37,6337,-8.613855,41.146776,-8.629011,41.156442
1385603138620000621,20000621,2013-11-28 01:45:38,6338,-8.591337,41.162751,-8.608131,41.147298
1385603159620000015,20000015,2013-11-28 01:45:59,6359,-8.60256,41.155596,-8.614368,41.147253
1385603171620000233,20000233,2013-11-28 01:46:11,6371,-8.625447,41.166954,-8.613099,41.15358
1385603193620000120,20000120,2013-11-28 01:46:33,6393,-8.61336,41.183433,-8.611182,41.19453
1385603196620000231,20000231,2013-11-28 01:46:36,6396,-8.617635,41.146146,-8.602389,41.154075
1385603201620000648,20000648,2013-11-28 01:46:41,6401,-8.600103,41.182731,-8.643303,41.009922
1385603207620000406,20000406,2013-11-28 01:46:47,6407,-8.598735,41.178969,-8.601345,41.18346
1385603245620000376,20000376,2013-11-28 01:47:25,6445,-8.591346,41.162715,-8.614017,41.147667
1385603249620000483,20000483,2013-11-28 01:47:29,6449,-8.616411,41.147118,-8.646102,41.154363
1385603263620000356,20000356,2013-11-28 01:47:43,6463,-8.61165,41.150277,-8.638038,41.170536
1385603272620000488,20000488,2013-11-28 01:47:52,6472,-8.602677,41.15547,-8.613081,41.148234
1385603334620000042,20000042,2013-11-28 01:48:54,6534,-8.640513,41.161293,-8.607924,41.162319
1385603353620000344,20000344,2013-11-28 01:49:13,6553,-8.616483,41.147145,-8.675703,41.179392
1385603364620000611,20000611,2013-11-28 01:49:24,6564,-8.612604,41.145948,-8.629263,41.15673
1385603386620000595,20000595,2013-11-28 01:49:46,6586,-8.609238,41.17806,-8.613126,41.183406
1385603417620000005,20000005,2013-11-28 01:50:17,6617,-8.611659,41.148072,-8.666172,41.163156
1385603499620000004,20000004,2013-11-28 01:51:39,6699,-8.619849,41.148027,-8.642736,41.174046
1385603531620000161,20000161,2013-11-28 01:52:11,6731,-8.612145,41.172795,-8.608995,41.147262
1385603572620000273,20000273,2013-11-28 01:52:52,6772,-8.603874,41.161563,-8.607663,41.148801
1385603603620000325,20000325,2013-11-28 01:53:23,6803,-8.619804,41.148018,-8.602623,41.158125
1385603609620000011,20000011,2013-11-28 01:53:29,6809,-8.613648,41.146839,-8.624412,41.179491
1385603670620000154,20000154,2013-11-28 01:54:30,6870,-8.630676,41.154795,-8.629029,41.111982
1385603671620000589,20000589,2013-11-28 01:54:31,6871,-8.630559,41.154696,-8.649837,41.154336
1385603696620000618,20000618,2013-11-28 01:54:56,6896,-8.604801,41.161149,-8.604657,41.147217
1385603727620000610,20000610,2013-11-28 01:55:27,6927,-8.670402,41.151087,-8.670456,41.151078
1385603754620000387,20000387,2013-11-28 01:55:54,6954,-8.610327,41.153661,-8.630757,41.154408
1385603815620000616,20000616,2013-11-28 01:56:55,7015,-8.600166,41.182722,-8.653473,41.178762
1385603815620000197,20000197,2013-11-28 01:56:55,7015,-8.600085,41.182731,-8.607672,41.156109
1385603935620000601,20000601,2013-11-28 01:58:55,7135,-8.602542,41.15556,-8.613918,41.147595
1385603951620000171,20000171,2013-11-28 01:59:11,7151,-8.617554,41.146227,-8.608023,41.14728
1385604124620000161,20000161,2013-11-28 02:02:04,7324,-8.61075,41.14782,-8.642016,41.153994
1385604125620000409,20000409,2013-11-28 02:02:05,7325,-8.616393,41.147172,-8.628246,41.157297
1385604214620000345,20000345,2013-11-28 02:03:34,7414,-8.611128,41.149449,-8.655138,41.152005
1385604340620000120,20000120,2013-11-28 02:05:40,7540,-8.624745,41.177394,-8.62452,41.177646
1385604400620000446,20000446,2013-11-28 02:06:40,7600,-8.611254,41.149539,-8.566524,41.166513
1385604476620000542,20000542,2013-11-28 02:07:56,7676,-8.617563,41.146182,-8.60841,41.169708
1385604571620000503,20000503,2013-11-28 02:09:31,7771,-8.628372,41.156838,-8.636697,41.175972
1385604607620000662,20000662,2013-11-28 02:10:07,7807,-8.600193,41.182713,-8.604918,41.170869
1385604657620000008,20000008,2013-11-28 02:10:57,7857,-8.586324,41.147073,-8.574831,41.162445
1385604662620000671,20000671,2013-11-28 02:11:02,7862,-8.616294,41.147127,-8.614782,41.171472
1385604686620000436,20000436,2013-11-28 02:11:26,7886,-8.639802,41.159853,-8.58942,41.163318
1385604690620000307,20000307,2013-11-28 02:11:30,7890,-8.603064,41.14341,-8.610822,41.147739
1385604691620000574,20000574,2013-11-28 02:11:31,7891,-8.644446,41.15322,-8.628156,41.200803
1385604739620000595,20000595,2013-11-28 02:12:19,7939,-8.613207,41.183388,-8.605557,41.144274
1385604758620000031,20000031,2013-11-28 02:12:38,7958,-8.614386,41.148333,-8.602443,41.155947
1385604793620000129,20000129,2013-11-28 02:13:13,7993,-8.613864,41.146983,-8.604729,41.153454
1385605089620000304,20000304,2013-11-28 02:18:09,8289,-8.615457,41.140746,-8.577873,41.161275
1385605151620000328,20000328,2013-11-28 02:19:11,8351,-8.612532,41.14611,-8.567172,41.145552
1385605159620000031,20000031,2013-11-28 02:19:19,8359,-8.602479,41.155947,-8.613297,41.147442
1385605172620000184,20000184,2013-11-28 02:19:32,8372,-8.611011,41.149287,-8.612982,41.166846
1385605188620000423,20000423,2013-11-28 02:19:48,8388,-8.612631,41.146056,-8.630685,41.153967
1385605223620000632,20000632,2013-11-28 02:20:23,8423,-8.609427,41.183082,-8.643141,41.194422
1385605230620000038,20000038,2013-11-28 02:20:30,8430,-8.613927,41.14746,-8.640594,41.15997
1385605286620000504,20000504,2013-11-28 02:21:26,8486,-8.60004,41.182713,-8.602569,41.155605
1385605304620000179,20000179,2013-11-28 02:21:44,8504,-8.607879,41.162391,-8.607456,41.145507
1385605316620000381,20000381,2013-11-28 02:21:56,8516,-8.603523,41.18391,-8.602596,41.155695
1385605389620000664,20000664,2013-11-28 02:23:09,8589,-8.61633,41.147217,-8.608437,41.147379
1385605497620000617,20000617,2013-11-28 02:24:57,8697,-8.606394,41.144562,-8.601696,41.183568
1385605500620000483,20000483,2013-11-28 02:25:00,8700,-8.616393,41.147181,-8.605431,41.150601
1385605614620000472,20000472,2013-11-28 02:26:54,8814,-8.609472,41.151177,-8.611398,41.182767
1385605728620000359,20000359,2013-11-28 02:28:48,8928,-8.649414,41.154327,-8.567586,41.162067
1385605771620000332,20000332,2013-11-28 02:29:31,8971,-8.617581,41.146191,-8.615484,41.17185
1385605791620000624,20000624,2013-11-28 02:29:51,8991,-8.610903,41.145525,-8.610138,41.153526
1385605794620000199,20000199,2013-11-28 02:29:54,8994,-8.612865,41.148117,-8.641422,41.157063
1385605879620000011,20000011,2013-11-28 02:31:19,9079,-8.627733,41.175468,-8.612937,41.179347
1385605898620000038,20000038,2013-11-28 02:31:38,9098,-8.640927,41.15997,-8.607987,41.162436
1385605914620000393,20000393,2013-11-28 02:31:54,9114,-8.611524,41.15043,-8.602479,41.155821
1385605960620000060,20000060,2013-11-28 02:32:40,9160,-8.627931,41.157738,-8.547066,41.168322
1385606003620000338,20000338,2013-11-28 02:33:23,9203,-8.628003,41.157747,-8.639937,41.166684
1385606178620000372,20000372,2013-11-28 02:36:18,9378,-8.612613,41.145867,-8.61768,41.171157
1385606300620000009,20000009,2013-11-28 02:38:20,9500,-8.601201,41.181768,-8.597556,41.164821
1385606316620000626,20000626,2013-11-28 02:38:36,9516,-8.597916,41.162787,-8.603937,41.170023
1385606354620000307,20000307,2013-11-28 02:39:14,9554,-8.61858,41.151339,-8.583363,41.15808
1385606479620000112,20000112,2013-11-28 02:41:19,9679,-8.600616,41.169726,-8.602731,41.155191
1385606487620000235,20000235,2013-11-28 02:41:27,9687,-8.604099,41.162292,-8.640558,41.16132
1385606579620000280,20000280,2013-11-28 02:42:59,9779,-8.612127,41.172732,-8.610093,41.147676
1385606636620000476,20000476,2013-11-28 02:43:56,9836,-8.604099,41.161149,-8.610156,41.154822
1385606666620000529,20000529,2013-11-28 02:44:26,9866,-8.654031,41.18013,-8.659143,41.153985
1385606703620000013,20000013,2013-11-28 02:45:03,9903,-8.619804,41.148036,-8.652924,41.150214
1385606713620000324,20000324,2013-11-28 02:45:13,9913,-8.627256,41.151942,-8.543295,41.1417
1385606723620000010,20000010,2013-11-28 02:45:23,9923,-8.600175,41.182704,-8.584767,41.181003
1385606730620000171,20000171,2013-11-28 02:45:30,9930,-8.645454,41.008554,-8.572059,41.119119
1385606740620000201,20000201,2013-11-28 02:45:40,9940,-8.616159,41.148612,-8.651079,41.161878
1385606771620000351,20000351,2013-11-28 02:46:11,9971,-8.611641,41.150628,-8.617851,41.141115
1385606841620000671,20000671,2013-11-28 02:47:21,10041,-8.61633,41.147163,-8.61075,41.167035
1385606883620000688,20000688,2013-11-28 02:48:03,10083,-8.594577,41.166945,-8.608041,41.147316
1385606938620000473,20000473,2013-11-28 02:48:58,10138,-8.600139,41.182713,-8.577369,41.191146
1385606979620000199,20000199,2013-11-28 02:49:39,10179,-8.612937,41.148612,-8.662194,41.154084
1385607010620000360,20000360,2013-11-28 02:50:10,10210,-8.609508,41.151276,-8.597115,41.160942
1385607071620000675,20000675,2013-11-28 02:51:11,10271,-8.614179,41.142807,-8.614242,41.146344
1385607328620000305,20000305,2013-11-28 02:55:28,10528,-8.633844,41.151177,-8.600418,41.157927
1385607346620000328,20000328,2013-11-28 02:55:46,10546,-8.613783,41.147541,-8.594928,41.171139
1385607348620000112,20000112,2013-11-28 02:55:48,10548,-8.56548,41.175999,-8.664813,41.169303
1385607403620000195,20000195,2013-11-28 02:56:43,10603,-8.6094,41.151249,-8.602326,41.159727
1385607436620000680,20000680,2013-11-28 02:57:16,10636,-8.613981,41.141187,-8.586045,41.163354
1385607484620000619,20000619,2013-11-28 02:58:04,10684,-8.585649,41.148639,-8.591328,41.098878
1385607508620000450,20000450,2013-11-28 02:58:28,10708,-8.600067,41.182731,-8.596458,41.146821
1385607579620000671,20000671,2013-11-28 02:59:39,10779,-8.610768,41.167053,-8.616123,41.170752
1385607620620000406,20000406,2013-11-28 03:00:20,10820,-8.600193,41.182722,-8.578413,41.159898
1385607661620000031,20000031,2013-11-28 03:01:01,10861,-8.608896,41.151222,-8.654274,41.186511
1385607727620000640,20000640,2013-11-28 03:02:07,10927,-8.608059,41.147271,-8.607024,41.152266
1385607767620000360,20000360,2013-11-28 03:02:47,10967,-8.608122,41.14728,-8.597088,41.163534
