taxi_id,trajectory_id,timestamp,source_point,target_point
20000601,1385600979620000601,2013-11-28 01:09:39,POINT(-8.616465 41.147172),POINT(-8.630775 41.149314)
20000503,1385599850620000503,2013-11-28 00:50:50,POINT(-8.653833 41.176737),POINT(-8.613441 41.147478)
20000015,1385599484620000015,2013-11-28 00:44:44,POINT(-8.585721 41.14863),POINT(-8.625699 41.15961)
20000395,1385598962620000395,2013-11-28 00:36:02,POINT(-8.614692 41.146623),POINT(-8.641116 41.144166)
20000598,1385599628620000598,2013-11-28 00:47:08,POINT(-8.653554 41.155659),POINT(-8.640153 41.166747)
20000112,1385601353620000112,2013-11-28 01:15:53,POINT(-8.614098 41.14998),POINT(-8.602533 41.155767)
20000263,1385600257620000263,2013-11-28 00:57:37,POINT(-8.585739 41.148639),POINT(-8.55315 41.143158)
20000195,1385601337620000195,2013-11-28 01:15:37,POINT(-8.614278 41.150007),POINT(-8.602668 41.155353)
20000129,1385602459620000129,2013-11-28 01:34:19,POINT(-8.602587 41.155542),POINT(-8.6139 41.14683)
20000015,1385602641620000015,2013-11-28 01:37:21,POINT(-8.618337 41.153121),POINT(-8.602551 41.155587)
20000233,1385600637620000233,2013-11-28 01:03:57,POINT(-8.627211 41.167017),POINT(-8.561295 41.188374)
20000120,1385600318620000120,2013-11-28 00:58:38,POINT(-8.67402 41.153868),POINT(-8.535402 41.178213)
20000231,1385601230620000231,2013-11-28 01:13:50,POINT(-8.628849 41.160978),POINT(-8.629884 41.167989)
20000376,1385599388620000376,2013-11-28 00:43:08,POINT(-8.591211 41.162652),POINT(-8.610831 41.147046)
20000483,1385598928620000483,2013-11-28 00:35:28,POINT(-8.616366 41.147154),POINT(-8.607339 41.183838)
20000356,1385600626620000356,2013-11-28 01:03:46,POINT(-8.607078 41.15034),POINT(-8.612667 41.172084)
20000488,1385602271620000488,2013-11-28 01:31:11,POINT(-8.656776 41.161509),POINT(-8.601876 41.159763)
20000042,1385597719620000042,2013-11-28 00:15:19,POINT(-8.607879 41.162427),POINT(-8.640972 41.161329)
20000611,1385599582620000611,2013-11-28 00:46:22,POINT(-8.610984 41.147937),POINT(-8.627364 41.155578)
20000595,1385602105620000595,2013-11-28 01:28:25,POINT(-8.629848 41.179986),POINT(-8.662608 41.181615)
20000005,1385602393620000005,2013-11-28 01:33:13,POINT(-8.651034 41.168943),POINT(-8.603037 41.143428)
20000325,1385597373620000325,2013-11-28 00:09:33,POINT(-8.619948 41.147991),POINT(-8.607285 41.150718)
20000011,1385602198620000011,2013-11-28 01:29:58,POINT(-8.612658 41.145849),POINT(-8.633772 41.167197)
20000589,1385599432620000589,2013-11-28 00:43:52,POINT(-8.630532 41.154849),POINT(-8.61012 41.157135)
20000610,1385597117620000610,2013-11-28 00:05:17,POINT(-8.647452 41.15106),POINT(-8.647515 41.151132)
20000387,1385599882620000387,2013-11-28 00:51:22,POINT(-8.628318 41.157423),POINT(-8.610354 41.153661)
20000601,1385602462620000601,2013-11-28 01:34:22,POINT(-8.611497 41.15034),POINT(-8.581482 41.185116)
20000161,1385603531620000161,2013-11-28 01:52:11,POINT(-8.612145 41.172795),POINT(-8.608995 41.147262)
20000409,1385600107620000409,2013-11-28 00:55:07,POINT(-8.637552 41.174595),POINT(-8.611983 41.145507)
20000345,1385598041620000345,2013-11-28 00:20:41,POINT(-8.611056 41.149431),POINT(-8.611155 41.149422)
20000120,1385603193620000120,2013-11-28 01:46:33,POINT(-8.61336 41.183433),POINT(-8.611182 41.19453)
20000503,1385602564620000503,2013-11-28 01:36:04,POINT(-8.622369 41.176332),POINT(-8.55468 41.136759)
20000008,1385599549620000008,2013-11-28 00:45:49,POINT(-8.585658 41.148513),POINT(-8.613909 41.150646)
20000671,1385598830620000671,2013-11-28 00:33:50,POINT(-8.615583 41.140665),POINT(-8.654823 41.156784)
20000574,1385600056620000574,2013-11-28 00:54:16,POINT(-8.649414 41.154399),POINT(-8.616096 41.14719)
20000595,1385603386620000595,2013-11-28 01:49:46,POINT(-8.609238 41.17806),POINT(-8.613126 41.183406)
20000031,1385601689620000031,2013-11-28 01:21:29,POINT(-8.614296 41.149926),POINT(-8.602569 41.155686)
20000129,1385603137620000129,2013-11-28 01:45:37,POINT(-8.613855 41.146776),POINT(-8.629011 41.156442)
20000031,1385604758620000031,2013-11-28 02:12:38,POINT(-8.614386 41.148333),POINT(-8.602443 41.155947)
20000184,1385600413620000184,2013-11-28 01:00:13,POINT(-8.611065 41.147496),POINT(-8.658378 41.17833)
20000423,1385599773620000423,2013-11-28 00:49:33,POINT(-8.612532 41.145993),POINT(-8.598501 41.15826)
20000632,1385598788620000632,2013-11-28 00:33:08,POINT(-8.604342 41.18013),POINT(-8.582508 41.17887)
20000038,1385597090620000038,2013-11-28 00:04:50,POINT(-8.627778 41.175432),POINT(-8.57556 41.232438)
20000504,1385599794620000504,2013-11-28 00:49:54,POINT(-8.600166 41.182758),POINT(-8.608545 41.170617)
20000179,1385601196620000179,2013-11-28 01:13:16,POINT(-8.613225 41.154435),POINT(-8.613216 41.162157)
20000381,1385597996620000381,2013-11-28 00:19:56,POINT(-8.61093 41.147784),POINT(-8.615817 41.176629)
20000664,1385601301620000664,2013-11-28 01:15:01,POINT(-8.659791 41.182038),POINT(-8.61381 41.147388)
20000483,1385603249620000483,2013-11-28 01:47:29,POINT(-8.616411 41.147118),POINT(-8.646102 41.154363)
20000472,1385601504620000472,2013-11-28 01:18:24,POINT(-8.610966 41.150556),POINT(-8.617284 41.142726)
20000624,1385598542620000624,2013-11-28 00:29:02,POINT(-8.610831 41.145561),POINT(-8.610372 41.153301)
20000011,1385603609620000011,2013-11-28 01:53:29,POINT(-8.613648 41.146839),POINT(-8.624412 41.179491)
20000038,1385605230620000038,2013-11-28 02:20:30,POINT(-8.613927 41.14746),POINT(-8.640594 41.15997)
20000393,1385602362620000393,2013-11-28 01:32:42,POINT(-8.609562 41.151096),POINT(-8.608662 41.15835)
20000372,1385599496620000372,2013-11-28 00:44:56,POINT(-8.673372 41.16033),POINT(-8.604081 41.151465)
20000009,1385599922620000009,2013-11-28 00:52:02,POINT(-8.62884 41.160969),POINT(-8.59833 41.165865)
20000307,1385604690620000307,2013-11-28 02:11:30,POINT(-8.603064 41.14341),POINT(-8.610822 41.147739)
20000112,1385602885620000112,2013-11-28 01:41:25,POINT(-8.609508 41.151159),POINT(-8.630739 41.154489)
20000235,1385597756620000235,2013-11-28 00:15:56,POINT(-8.609778 41.140791),POINT(-8.590338 41.09004)
20000280,1385598390620000280,2013-11-28 00:26:30,POINT(-8.601948 41.181795),POINT(-8.571645 41.202828)
20000476,1385598441620000476,2013-11-28 00:27:21,POINT(-8.604225 41.16114),POINT(-8.621091 41.156631)
20000529,1385602176620000529,2013-11-28 01:29:36,POINT(-8.653473 41.154858),POINT(-8.634744 41.161149)
20000013,1385599835620000013,2013-11-28 00:50:35,POINT(-8.649729 41.157666),POINT(-8.614431 41.145885)
20000324,1385601908620000324,2013-11-28 01:25:08,POINT(-8.613234 41.154417),POINT(-8.639505 41.172435)
20000010,1385600309620000010,2013-11-28 00:58:29,POINT(-8.582472 41.180571),POINT(-8.627616 41.179815)
20000171,1385603951620000171,2013-11-28 01:59:11,POINT(-8.617554 41.146227),POINT(-8.608023 41.14728)
20000201,1385601979620000201,2013-11-28 01:26:19,POINT(-8.612901 41.148279),POINT(-8.609346 41.167746)
20000351,1385600862620000351,2013-11-28 01:07:42,POINT(-8.610903 41.145624),POINT(-8.638461 41.16636)
20000671,1385604662620000671,2013-11-28 02:11:02,POINT(-8.616294 41.147127),POINT(-8.614782 41.171472)
20000687,1385601885620000687,2013-11-28 01:24:45,POINT(-8.5869 41.179905),POINT(-8.578638 41.193945)
20000688,1385597614620000688,2013-11-28 00:13:34,POINT(-8.571294 41.157819),POINT(-8.571186 41.158179)
20000473,1385600913620000473,2013-11-28 01:08:33,POINT(-8.600121 41.182686),POINT(-8.602488 41.15565)
20000199,1385605794620000199,2013-11-28 02:29:54,POINT(-8.612865 41.148117),POINT(-8.641422 41.157063)
20000360,1385601595620000360,2013-11-28 01:19:55,POINT(-8.60949 41.15115),POINT(-8.62839 41.16042)
20000675,1385598865620000675,2013-11-28 00:34:25,POINT(-8.581104 41.144499),POINT(-8.554707 41.095854)
20000305,1385601614620000305,2013-11-28 01:20:14,POINT(-8.607294 41.145525),POINT(-8.63775 41.143086)
20000328,1385605151620000328,2013-11-28 02:19:11,POINT(-8.612532 41.14611),POINT(-8.567172 41.145552)
20000112,1385606479620000112,2013-11-28 02:41:19,POINT(-8.600616 41.169726),POINT(-8.602731 41.155191)
20000195,1385603015620000195,2013-11-28 01:43:35,POINT(-8.609625 41.151186),POINT(-8.617437 41.260041)
20000680,1385599550620000680,2013-11-28 00:45:50,POINT(-8.590446 41.162778),POINT(-8.689995 41.195007)
20000671,1385606841620000671,2013-11-28 02:47:21,POINT(-8.61633 41.147163),POINT(-8.61075 41.167035)
20000406,1385603207620000406,2013-11-28 01:46:47,POINT(-8.598735 41.178969),POINT(-8.601345 41.18346)
20000031,1385605159620000031,2013-11-28 02:19:19,POINT(-8.602479 41.155947),POINT(-8.613297 41.147442)
20000640,1385598541620000640,2013-11-28 00:29:01,POINT(-8.606961 41.152167),POINT(-8.613837 41.123466)
20000360,1385607010620000360,2013-11-28 02:50:10,POINT(-8.609508 41.151276),POINT(-8.597115 41.160942)
20000304,1385605089620000304,2013-11-28 02:18:09,POINT(-8.615457 41.140746),POINT(-8.577873 41.161275)
20000529,1385606666620000529,2013-11-28 02:44:26,POINT(-8.654031 41.18013),POINT(-8.659143 41.153985)
20000678,1385601327620000678,2013-11-28 01:15:27,POINT(-8.585667 41.148639),POINT(-8.670195 41.23719)
20000601,1385603935620000601,2013-11-28 01:58:55,POINT(-8.602542 41.15556),POINT(-8.613918 41.147595)
20000307,1385606354620000307,2013-11-28 02:39:14,POINT(-8.61858 41.151339),POINT(-8.583363 41.15808)
20000332,1385605771620000332,2013-11-28 02:29:31,POINT(-8.617581 41.146191),POINT(-8.615484 41.17185)
20000472,1385605614620000472,2013-11-28 02:26:54,POINT(-8.609472 41.151177),POINT(-8.611398 41.182767)
20000598,1385602773620000598,2013-11-28 01:39:33,POINT(-8.668575 41.148684),POINT(-8.662338 41.147757)
20000398,1385599780620000398,2013-11-28 00:49:40,POINT(-8.630712 41.154912),POINT(-8.639208 41.171778)
20000633,1385599938620000633,2013-11-28 00:52:18,POINT(-8.617491 41.146092),POINT(-8.608014 41.144841)
20000101,1385600992620000101,2013-11-28 01:09:52,POINT(-8.656848 41.161518),POINT(-8.664822 41.152374)
20000626,1385606316620000626,2013-11-28 02:38:36,POINT(-8.597916 41.162787),POINT(-8.603937 41.170023)
20000199,1385606979620000199,2013-11-28 02:49:39,POINT(-8.612937 41.148612),POINT(-8.662194 41.154084)
20000686,1385600050620000686,2013-11-28 00:54:10,POINT(-8.612433 41.145921),POINT(-8.61228 41.129172)
20000269,1385607984620000269,2013-11-28 03:06:24,POINT(-8.605206 41.158917),POINT(-8.623017 41.161662)
20000304,1385607867620000304,2013-11-28 03:04:27,POINT(-8.616339 41.147127),POINT(-8.607546 41.171085)
20000224,1385601084620000224,2013-11-28 01:11:24,POINT(-8.610426 41.147721),POINT(-8.613621 41.14593)
20000129,1385604793620000129,2013-11-28 02:13:13,POINT(-8.613864 41.146983),POINT(-8.604729 41.153454)
20000633,1385608605620000633,2013-11-28 03:16:45,POINT(-8.617608 41.146155),POINT(-8.604558 41.160501)
20000423,1385605188620000423,2013-11-28 02:19:48,POINT(-8.612631 41.146056),POINT(-8.630685 41.153967)
20000179,1385605304620000179,2013-11-28 02:21:44,POINT(-8.607879 41.162391),POINT(-8.607456 41.145507)
20000067,1385601967620000067,2013-11-28 01:26:07,POINT(-8.614944 41.17095),POINT(-8.604567 41.158071)
20000199,1385608876620000199,2013-11-28 03:21:16,POINT(-8.612442 41.148108),POINT(-8.610201 41.153634)
20000345,1385604214620000345,2013-11-28 02:03:34,POINT(-8.611128 41.149449),POINT(-8.655138 41.152005)
20000042,1385603334620000042,2013-11-28 01:48:54,POINT(-8.640513 41.161293),POINT(-8.607924 41.162319)
20000038,1385605898620000038,2013-11-28 02:31:38,POINT(-8.640927 41.15997),POINT(-8.607987 41.162436)
20000171,1385606730620000171,2013-11-28 02:45:30,POINT(-8.645454 41.008554),POINT(-8.572059 41.119119)
20000360,1385607767620000360,2013-11-28 03:02:47,POINT(-8.608122 41.14728),POINT(-8.597088 41.163534)
20000569,1385600296620000569,2013-11-28 00:58:16,POINT(-8.597565 41.165253),POINT(-8.607645 41.134266)
20000450,1385607508620000450,2013-11-28 02:58:28,POINT(-8.600067 41.182731),POINT(-8.596458 41.146821)
20000140,1385600217620000140,2013-11-28 00:56:57,POINT(-8.617545 41.145804),POINT(-8.599401 41.144067)
20000436,1385604686620000436,2013-11-28 02:11:26,POINT(-8.639802 41.159853),POINT(-8.58942 41.163318)
20000376,1385603245620000376,2013-11-28 01:47:25,POINT(-8.591346 41.162715),POINT(-8.614017 41.147667)
20000395,1385602753620000395,2013-11-28 01:39:13,POINT(-8.61264 41.145885),POINT(-8.597727 41.158854)
20000611,1385603364620000611,2013-11-28 01:49:24,POINT(-8.612604 41.145948),POINT(-8.629263 41.15673)
20000337,1385599872620000337,2013-11-28 00:51:12,POINT(-8.660925 41.171949),POINT(-8.693244 41.19165)
20000657,1385599721620000657,2013-11-28 00:48:41,POINT(-8.628831 41.161014),POINT(-8.672382 41.189184)
20000015,1385603159620000015,2013-11-28 01:45:59,POINT(-8.60256 41.155596),POINT(-8.614368 41.147253)
20000333,1385599470620000333,2013-11-28 00:44:30,POINT(-8.598564 41.148486),POINT(-8.616078 41.1435)
20000345,1385609399620000345,2013-11-28 03:29:59,POINT(-8.611074 41.14962),POINT(-8.651358 41.151717)
20000273,1385603572620000273,2013-11-28 01:52:52,POINT(-8.603874 41.161563),POINT(-8.607663 41.148801)
20000481,1385607808620000481,2013-11-28 03:03:28,POINT(-8.601246 41.181759),POINT(-8.590689 41.157765)
20000601,1385607984620000601,2013-11-28 03:06:24,POINT(-8.611839 41.150412),POINT(-8.580114 41.191407)
20000179,1385609279620000179,2013-11-28 03:27:59,POINT(-8.613261 41.154426),POINT(-8.557686 41.202486)
20000184,1385605172620000184,2013-11-28 02:19:32,POINT(-8.611011 41.149287),POINT(-8.612982 41.166846)
20000003,1385601339620000003,2013-11-28 01:15:39,POINT(-8.580168 41.159439),POINT(-8.595423 41.157396)
20000398,1385608390620000398,2013-11-28 03:13:10,POINT(-8.613252 41.154399),POINT(-8.631369 41.16294)
20000136,1385597708620000136,2013-11-28 00:15:08,POINT(-8.619903 41.148),POINT(-8.59293 41.146353)
20000455,1385601252620000455,2013-11-28 01:14:12,POINT(-8.61255 41.145957),POINT(-8.553393 41.18382)
20000356,1385603263620000356,2013-11-28 01:47:43,POINT(-8.61165 41.150277),POINT(-8.638038 41.170536)
20000367,1385600042620000367,2013-11-28 00:54:02,POINT(-8.63073 41.182047),POINT(-8.61642 41.14953)
20000600,1385599916620000600,2013-11-28 00:51:56,POINT(-8.617635 41.146065),POINT(-8.682561 41.182587)
20000201,1385606740620000201,2013-11-28 02:45:40,POINT(-8.616159 41.148612),POINT(-8.651079 41.161878)
20000476,1385606636620000476,2013-11-28 02:43:56,POINT(-8.604099 41.161149),POINT(-8.610156 41.154822)
20000005,1385603417620000005,2013-11-28 01:50:17,POINT(-8.611659 41.148072),POINT(-8.666172 41.163156)
20000569,1385609936620000569,2013-11-28 03:38:56,POINT(-8.610363 41.153508),POINT(-8.60454 41.161599)
20000031,1385607661620000031,2013-11-28 03:01:01,POINT(-8.608896 41.151222),POINT(-8.654274 41.186511)
20000140,1385610094620000140,2013-11-28 03:41:34,POINT(-8.617689 41.146173),POINT(-8.604702 41.184279)
20000483,1385605500620000483,2013-11-28 02:25:00,POINT(-8.616393 41.147181),POINT(-8.605431 41.150601)
20000308,1385597194620000308,2013-11-28 00:06:34,POINT(-8.609391 41.151402),POINT(-8.609895 41.174541)
20000337,1385610304620000337,2013-11-28 03:45:04,POINT(-8.654769 41.173668),POINT(-8.651349 41.176593)
20000648,1385603201620000648,2013-11-28 01:46:41,POINT(-8.600103 41.182731),POINT(-8.643303 41.009922)
20000179,1385610774620000179,2013-11-28 03:52:54,POINT(-8.610183 41.153328),POINT(-8.609832 41.165892)
20000542,1385604476620000542,2013-11-28 02:07:56,POINT(-8.617563 41.146182),POINT(-8.60841 41.169708)
20000112,1385607348620000112,2013-11-28 02:55:48,POINT(-8.56548 41.175999),POINT(-8.664813 41.169303)
20000517,1385602532620000517,2013-11-28 01:35:32,POINT(-8.602371 41.154156),POINT(-8.617356 41.156001)
20000686,1385608951620000686,2013-11-28 03:22:31,POINT(-8.612487 41.146011),POINT(-8.655003 41.179563)
20000042,1385609531620000042,2013-11-28 03:32:11,POINT(-8.613243 41.154453),POINT(-8.5986 41.148495)
20000307,1385608177620000307,2013-11-28 03:09:37,POINT(-8.611245 41.143599),POINT(-8.644446 41.176602)
20000476,1385611551620000476,2013-11-28 04:05:51,POINT(-8.604468 41.161914),POINT(-8.618787 41.154093)
20000398,1385610983620000398,2013-11-28 03:56:23,POINT(-8.626905 41.207679),POINT(-8.610111 41.154867)
20000273,1385610447620000273,2013-11-28 03:47:27,POINT(-8.604063 41.161239),POINT(-8.651286 41.161617)
20000332,1385608198620000332,2013-11-28 03:09:58,POINT(-8.610957 41.150556),POINT(-8.583498 41.170383)
20000393,1385605914620000393,2013-11-28 02:31:54,POINT(-8.611524 41.15043),POINT(-8.602479 41.155821)
20000067,1385609295620000067,2013-11-28 03:28:15,POINT(-8.61219 41.148108),POINT(-8.630658 41.154759)
20000595,1385604739620000595,2013-11-28 02:12:19,POINT(-8.613207 41.183388),POINT(-8.605557 41.144274)
20000621,1385603138620000621,2013-11-28 01:45:38,POINT(-8.591337 41.162751),POINT(-8.608131 41.147298)
20000529,1385607886620000529,2013-11-28 03:04:46,POINT(-8.667954 41.148729),POINT(-8.653698 41.155254)
20000171,1385609601620000171,2013-11-28 03:33:21,POINT(-8.602551 41.155785),POINT(-8.614026 41.149944)
20000013,1385606703620000013,2013-11-28 02:45:03,POINT(-8.619804 41.148036),POINT(-8.652924 41.150214)
20000280,1385606579620000280,2013-11-28 02:42:59,POINT(-8.612127 41.172732),POINT(-8.610093 41.147676)
20000161,1385604124620000161,2013-11-28 02:02:04,POINT(-8.61075 41.14782),POINT(-8.642016 41.153994)
20000129,1385609185620000129,2013-11-28 03:26:25,POINT(-8.613882 41.147244),POINT(-8.608851 41.19354)
20000038,1385609531620000038,2013-11-28 03:32:11,POINT(-8.602515 41.15583),POINT(-8.582058 41.178051)
20000003,1385610967620000003,2013-11-28 03:56:07,POINT(-8.589852 41.163813),POINT(-8.613126 41.167053)
20000472,1385608246620000472,2013-11-28 03:10:46,POINT(-8.609409 41.151294),POINT(-8.609274 41.178411)
20000678,1385607982620000678,2013-11-28 03:06:22,POINT(-8.611695 41.150358),POINT(-8.623494 41.162337)
20000662,1385604607620000662,2013-11-28 02:10:07,POINT(-8.600193 41.182713),POINT(-8.604918 41.170869)
20000328,1385607346620000328,2013-11-28 02:55:46,POINT(-8.613783 41.147541),POINT(-8.594928 41.171139)
20000435,1385598072620000435,2013-11-28 00:21:12,POINT(-8.635005 41.151132),POINT(-8.641305 41.16006)
20000632,1385605223620000632,2013-11-28 02:20:23,POINT(-8.609427 41.183082),POINT(-8.643141 41.194422)
20000042,1385612182620000042,2013-11-28 04:16:22,POINT(-8.607888 41.162427),POINT(-8.640954 41.159997)
20000112,1385612053620000112,2013-11-28 04:14:13,POINT(-8.584299 41.163183),POINT(-8.631522 41.160825)
20000273,1385612240620000273,2013-11-28 04:17:20,POINT(-8.600499 41.161581),POINT(-8.670267 41.237604)
20000617,1385605497620000617,2013-11-28 02:24:57,POINT(-8.606394 41.144562),POINT(-8.601696 41.183568)
20000569,1385611642620000569,2013-11-28 04:07:22,POINT(-8.601561 41.158413),POINT(-8.584965 41.183658)
20000231,1385603196620000231,2013-11-28 01:46:36,POINT(-8.617635 41.146146),POINT(-8.602389 41.154075)
20000611,1385610148620000611,2013-11-28 03:42:28,POINT(-8.612577 41.145921),POINT(-8.599968 41.18328)
20000199,1385609326620000199,2013-11-28 03:28:46,POINT(-8.61021 41.153526),POINT(-8.621001 41.150115)
20000136,1385610997620000136,2013-11-28 03:56:37,POINT(-8.609976 41.147721),POINT(-8.602731 41.155695)
20000184,1385610853620000184,2013-11-28 03:54:13,POINT(-8.611128 41.149449),POINT(-8.577918 41.155506)
20000179,1385611984620000179,2013-11-28 04:13:04,POINT(-8.607924 41.162508),POINT(-8.662194 41.185674)
20000338,1385606003620000338,2013-11-28 02:33:23,POINT(-8.628003 41.157747),POINT(-8.639937 41.166684)
20000435,1385613024620000435,2013-11-28 04:30:24,POINT(-8.627094 41.164614),POINT(-8.659854 41.17995)
20000367,1385611338620000367,2013-11-28 04:02:18,POINT(-8.614764 41.150178),POINT(-8.630847 41.18229)
20000640,1385607727620000640,2013-11-28 03:02:07,POINT(-8.608059 41.147271),POINT(-8.607024 41.152266)
20000307,1385612218620000307,2013-11-28 04:16:58,POINT(-8.610867 41.145633),POINT(-8.586657 41.172318)
20000632,1385613034620000632,2013-11-28 04:30:34,POINT(-8.600193 41.182632),POINT(-8.613621 41.145453)
20000031,1385611664620000031,2013-11-28 04:07:44,POINT(-8.602551 41.155902),POINT(-8.602371 41.156496)
